1;11.26303;5.62702;8.94448;9.39924;11.16172;10.17759;11.62209;6.35491;10.43652;10.43567;6.82655;11.08013;11.32041;9.06891;10.92201;9.37797;6.01837;5.78372;9.75952;12.03003;6.95489;7.99977;9.78660;9.35096;11.45911
1;10.86466;5.15623;8.28253;8.55401;11.06407;9.75104;11.44789;6.92671;9.93180;9.98366;4.04876;9.97784;10.64001;8.92633;10.44877;12.16742;5.62848;5.02148;10.99623;12.09999;6.38267;7.84455;10.37441;8.96933;11.57900
1;10.79307;4.66562;7.48832;8.28279;11.44310;9.97029;11.81667;6.76374;10.28712;10.12980;3.77821;10.31899;10.94587;9.87414;10.95613;10.58299;5.24546;4.74416;10.19509;12.21183;6.53512;8.52442;9.95106;10.04656;11.61575
1;10.99499;5.61088;7.95600;8.33501;10.90277;9.97539;11.67220;5.85499;10.12646;9.64350;5.05202;10.19994;10.62075;9.47628;10.68032;11.96411;5.51365;5.39746;10.10033;12.08201;6.67807;8.12221;10.34733;9.45704;11.43333
1;11.06237;4.77558;8.23874;8.60192;11.48188;10.43107;11.78449;6.91253;9.99359;10.19029;3.50990;10.17717;10.49814;9.54614;10.94228;11.60841;5.69153;5.26754;11.24917;12.37419;6.70446;8.01547;10.11205;9.60043;11.72843
1;10.99563;4.67582;8.97105;9.60301;11.39772;9.80597;12.01182;6.97923;10.61267;10.66495;3.72064;9.76080;10.69170;9.90253;10.76408;12.00957;5.34944;3.19692;11.66696;12.03979;6.49041;7.19022;10.11785;10.66689;11.46134
1;11.11827;5.97877;8.00183;8.53417;11.93561;11.18056;11.40798;5.66334;10.17223;9.85754;4.59932;10.43589;10.64843;10.19399;10.55560;11.70853;6.26247;5.36212;10.45438;11.78366;5.74940;8.06107;10.23607;10.55194;11.47948
1;10.85009;5.55213;8.85449;9.47711;11.79821;10.32134;11.97250;7.19859;11.36754;11.60220;4.50716;10.27982;10.52204;10.30489;11.51528;11.56085;6.74766;4.74255;11.42408;12.40814;6.48043;7.65535;10.45911;11.07359;11.50516
1;11.27182;5.17552;8.12621;8.63314;11.70054;10.68984;11.64309;7.25503;11.40076;11.51371;3.61706;9.69699;10.52073;9.84388;11.05509;11.87931;6.05235;4.61530;11.23269;12.47559;5.94755;8.46504;10.23876;10.67334;11.55481
1;11.02712;5.48285;8.19402;8.68513;11.44396;9.54026;11.69576;7.71781;10.59725;10.51306;4.75969;10.08132;10.44279;10.59829;11.07235;12.20815;5.90689;5.93499;11.23225;12.21704;6.89227;8.39391;9.95455;10.61668;11.55724
1;10.68083;4.89433;8.10565;8.70781;11.05944;9.39819;11.11181;7.60511;9.59307;9.61794;4.81967;10.77715;10.67720;8.58594;10.44259;9.24657;5.33271;5.60288;10.00541;11.83789;6.54148;8.03601;9.10266;8.83029;11.37284
1;11.45492;4.67864;7.37217;7.75832;11.08671;10.00602;11.13289;5.86925;9.85031;9.87556;5.99515;10.51449;10.73406;9.20334;10.84535;9.56963;6.37025;5.75261;9.75926;11.67761;5.20594;8.80616;10.65561;10.24146;11.12909
1;11.41629;3.81147;8.57732;8.88560;11.60031;10.61972;11.83171;7.10182;10.32980;10.48261;4.65707;10.12028;10.32138;8.70681;10.86206;11.31470;6.14954;4.40871;11.29896;12.29770;6.44477;8.67994;10.65800;8.34904;11.79735
1;10.78278;5.24679;8.00910;8.80512;11.32379;10.41425;11.71044;6.34572;11.26803;10.91376;4.26078;10.94434;10.63230;9.58989;11.57158;8.73410;5.38319;5.26021;10.75715;12.20497;6.45401;8.13658;10.59334;10.92747;11.76561
1;11.38641;5.19574;8.41259;9.05257;11.08985;10.53725;12.03131;6.03925;9.46855;9.36278;4.74497;10.84474;10.60800;8.79258;10.59959;9.25768;6.02226;5.50367;10.32926;12.11553;6.23936;7.99110;10.08940;9.48867;11.44744
1;11.79535;5.43062;7.37643;8.15122;11.28845;9.31202;11.92985;5.62965;10.34086;10.29842;4.76607;10.17823;10.75610;9.03659;10.61185;11.30214;5.60615;5.10308;10.54433;12.38097;5.76288;8.13427;9.94632;9.61073;11.16271
1;10.61613;4.47508;7.70183;8.60448;11.88635;10.43952;11.71114;7.66661;9.96920;9.89639;2.28165;10.42254;10.81940;9.78491;10.31678;11.36112;6.05572;4.88801;10.93961;11.96835;5.78188;9.13345;10.10480;9.71012;11.42744
1;10.81666;5.81954;7.43237;8.30791;11.45608;8.66970;11.56439;5.09001;10.09018;10.20888;5.02614;9.99251;10.47016;8.65802;10.33610;6.04974;5.86555;5.53107;10.89994;11.52327;7.47723;7.59092;9.90298;10.25003;11.19054
1;10.88571;4.37330;7.92793;8.66968;12.02710;11.00112;11.71218;6.97264;10.40631;10.50047;1.62761;10.69948;10.68248;9.49828;11.38161;9.44459;6.47646;4.51286;11.16944;12.21477;6.35147;8.13430;10.72552;10.04132;11.48935
1;11.10603;4.97705;9.00374;9.50753;11.50887;9.57852;11.65926;7.33423;10.72463;10.70301;1.63227;10.42335;10.51641;8.98047;10.84544;9.47389;5.26903;4.59753;10.77971;12.41257;6.41870;8.37608;9.79535;10.16161;11.43888
1;11.00522;5.81019;7.30072;8.05815;11.88647;10.89798;11.46595;6.18953;9.75444;9.63143;3.99005;10.32597;10.68032;7.54732;10.63326;4.76155;5.88338;5.54086;10.84538;12.03747;6.89154;8.26793;10.05591;8.38161;11.51796
1;11.38542;5.06623;8.49209;9.04034;11.65083;9.44842;10.80984;6.62230;8.37259;8.62787;3.01733;10.47447;10.29255;7.36376;9.63877;9.90159;5.24400;5.16337;10.33065;12.62994;6.96347;8.43818;9.06523;8.03247;11.22364
1;11.07951;6.27212;8.42381;9.45675;11.51224;10.05470;11.77482;7.09582;10.84236;10.88526;5.10622;10.46709;10.88000;9.59801;10.97449;11.30579;6.60259;5.68047;10.85377;12.26881;5.79844;7.96921;10.39091;10.12170;11.39934
1;11.02160;6.24012;8.12748;8.80109;11.40154;9.58306;11.83534;7.43388;8.86003;8.44853;5.90304;10.94821;10.72424;7.62907;10.45249;9.34596;6.09128;6.14873;10.16432;12.56138;6.94064;8.04368;10.18728;8.05376;11.55876
1;11.04961;5.64674;7.27454;7.70328;11.48899;10.19814;12.14165;7.08545;11.04833;11.13698;4.83441;10.18860;10.32770;10.19218;11.04125;11.67723;6.70280;5.90689;10.91531;12.37737;6.18210;8.04478;10.39048;10.33745;11.63226
1;10.37003;4.90929;7.86028;8.57245;11.48058;9.54340;11.70563;6.29756;8.48470;8.59384;4.54905;9.79537;10.51314;6.86090;9.90654;9.53682;6.03265;4.99390;9.67716;12.34982;7.38262;8.08087;10.06898;6.84185;11.24013
1;11.24940;5.90809;8.34247;8.99915;10.77857;10.26931;11.86204;7.21752;9.04838;9.17190;4.63604;10.92212;10.79365;7.96855;10.89667;10.87675;6.28429;6.08385;10.26793;11.92864;5.68622;8.48961;10.03527;8.41177;11.56179
1;11.41744;3.12019;9.04573;9.42550;11.43397;10.23589;11.79835;6.36142;9.14111;9.23030;1.21723;9.57984;10.61368;8.04966;9.88593;9.98542;4.28096;3.18587;10.72965;12.33218;6.88050;8.68963;9.55240;8.23069;11.34748
1;11.17078;5.21607;7.61787;8.67511;10.45982;10.07232;11.97453;4.97682;9.90965;9.80080;4.18824;10.30367;10.64953;8.82855;9.62088;11.97422;5.94930;5.14037;9.05322;11.80181;5.65592;8.33927;10.16096;9.35575;11.30893
